,words,ner_tags,bio
439,"['plain', 'zebra', 'migrate', 'and', 'form', 'super', 'herd', '..', 'plain', 'zebra', 'are', 'known', 'for', 'their', 'long', 'migration', 'moving', 'to', 'different', 'area', 'in', 'search', 'of', 'water', 'and', 'grass', 'multiple', 'family', 'group', 'come', 'together', 'to', 'form', 'herd', 'often', 'a', 'herd', 'are', 'migrating', 'they', 'form', '‘', 'super', 'herd', '’', 'with', 'thousand', 'of', 'zebra', 'other', 'herd', 'animal', 'join', 'in', 'too', 'such', 'a', 'wildebeest', 'and', 'antelope']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
440,"['plain', 'zebra', 'mass', 'migrate', 'in', 'botswana', 'twice', 'a', 'year', '..', 'they', 'move', 'from', 'north', 'to', 'south', 'to', 'reach', 'the', 'rainy', 'season', 'in', 'the', 'makgadikgadi', 'salt', 'pan', 'before', 'returning', 'back', 'to', 'reach', 'the', 'northern', 'delta', 'again', 'a', 'the', 'rainy', 'season', 'there', 'return', 'this', 'migration', 'is', 'around', '300', 'mile', 'and', 'the', 'moving', 'herd', 'contain', 'up', 'to', '30,000', 'zebra']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN']"
441,"['plain', 'zebra', 'have', 'the', 'longest', 'recorded', 'migration', 'of', 'any', 'african', 'mammal', '..', 'one', 'group', 'of', 'plain', 'zebra', 'wa', 'recorded', 'migrating', '500km', 'from', 'namibia', 'to', 'botswana', 'which', 'is', 'actually', 'the', 'longest', 'land', 'migration', 'of', 'any', 'african', 'mammal', '4']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
442,"['they', 'bite', 'and', 'kick', '..', 'zebra', 'can', 'actually', 'be', 'quite', 'aggressive', 'this', 'is', 'usually', 'when', 'defending', 'themselves', 'from', 'prey', 'defending', 'their', 'young', 'or', 'when', 'male', 'are', 'fighting', 'over', 'a', 'female', 'their', 'primary', 'tactic', 'are', 'biting', 'and', 'kicking', 'a', 'you', 'can', 'see', 'in', 'this', 'video']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
443,"['they', 'defend', 'each', 'other', '..', 'the', 'social', 'specie', 'of', 'zebra', 'will', 'protect', 'their', 'member', 'from', 'predator', 'they', 'have', 'been', 'seen', 'forming', 'defensive', 'circle', 'around', 'injured', 'member', 'of', 'their', 'family', 'often', 'biting', 'and', 'kicking', 'approaching', 'predator']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
444,"['the', 'grevys', 'zebra', 'is', 'solitary', '..', 'unlike', 'the', 'plain', 'and', 'mountain', 'zebra', 'the', 'grevy', '’', 's', 'zebra', 'life', 'primarily', 'alone', 'in', 'semi-arid', 'grassland', 'the', 'male', 'have', 'territory', 'which', 'they', 'protect', 'from', 'others', 'while', 'female', 'and', 'their', 'foal', 'move', 'freely', 'between', 'these', 'territory']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
445,"['the', 'grevy', '’', 's', 'zebra', 'can', 'go', '5', 'day', 'without', 'water', '..', 'these', 'zebra', 'are', 'well-adapted', 'to', 'the', 'semi-arid', 'grassland', 'they', 'live', 'in', 'and', 'can', 'go', '5', 'day', 'without', 'drinking']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
446,"['there', 'are', 'two', 'subspecies', 'of', 'mountain', 'zebra', '..', 'there', 'are', 'the', 'cape', 'mountain', 'zebra', 'equus', 'zebra', 'zebra', 'and', 'hartmann', '’', 's', 'mountain', 'zebra', 'equus', 'zebra', 'hartmannae', 'both', 'prefer', 'to', 'live', 'in', 'mountainous', 'area', 'in', 'angola', 'namibia', 'and', 'south', 'africa']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'B-AN', 'I-AN', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
447,"['the', 'mountain', 'zebra', 'nearly', 'went', 'extinct', '..', 'in', '1930', 'there', 'were', 'a', 'few', 'a', '100', 'cape', 'mountain', 'zebra', 'however', 'thanks', 'to', 'conservation', 'effort', 'their', 'number', 'have', 'increased', 'dramtically', '5']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
448,"['the', 'quagga', 'went', 'extinct', 'in', 'the', '19th', 'century', '..', 'the', 'quagga', 'equus', 'quagga', 'quagga', 'wa', 'a', 'subspecies', 'of', 'the', 'plain', 'zebra', 'sadly', 'european', 'colonist', 'hunted', 'them', 'to', 'extinction', 'in', 'the', '19th', 'century', 'the', 'last', 'one', 'died', 'in', 'amsterdam', 'zoo', 'in', '1883']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
449,"['they', 'are', 'in', 'the', 'cow', 'family', 'while', 'duikers', 'look', 'like', 'tiny', 'little', 'deer', 'they', 'are', 'actually', 'in', 'the', 'family', 'bovidae', 'and', 'a', 'such', 'are', 'more', 'closely', 'related', 'to', 'cow', 'and', 'buffalo', 'in', 'fact', 'none', 'of', 'the', 'gazelle', 'or', 'springbok', 'or', 'any', 'of', 'the', 'recognisable', 'deer-like', 'antelope', 'are', 'really', 'deer', 'they', 'are', 'all', 'bovid']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
450,"['they', 'change', 'their', 'sleeping', 'habit', 'in', 'captivity', 'zebra', 'duikers', 'are', 'nocturnal', 'in', 'their', 'natural', 'habitat', 'however', 'when', 'in', 'captivity', 'they', 'seem', 'to', 'prefer', 'being', 'awake', 'in', 'the', 'daytime']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
451,"['their', 'stripe', 'may', 'protect', 'them', 'from', 'pest', 'much', 'like', 'their', 'namesake', 'zebra', 'duikers', 'have', 'row', 'of', 'very', 'striking', 'black', 'vertical', 'band', 'along', 'their', 'body', 'while', 'not', 'a', 'vivid', 'a', 'the', 'black-on-white', 'contrast', 'that', 'zebra', 'are', 'sporting', 'these', 'stripe', 'may', 'work', 'to', 'dazzle', 'pest', 'such', 'a', 'horsefly', 'and', 'tsetse', 'fly', 'that', 'live', 'in', 'the', 'area']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
452,"['the', 'stripe', 'also', 'act', 'a', 'identifier', 'much', 'like', 'a', 'fingerprint', 'a', 'zebra', 'duiker', '’', 's', 'stripe', 'are', 'unique', 'to', 'each', 'individual', 'which', 'mean', 'that', 'they', 'can', 'be', 'picked', 'out', 'of', 'a', 'lineup', 'by', 'a', 'mate', 'or', 'competitor']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
453,"['they', 'have', 'complex', 'brain', 'being', 'so', 'small', 'it', 'might', 'be', 'easy', 'to', 'think', 'that', 'zebra', 'duikers', 'are', 'a', 'little', 'dumb', 'like', 'the', 'yappy', 'little', 'dog', 'compared', 'with', 'the', 'noble', 'german', 'shepherd', 'smaller', 'version', 'of', 'animal', 'can', 'often', 'come', 'with', 'smaller', 'brain', 'relative', 'to', 'their', 'body', 'size', 'this', 'is', 'not', 'the', 'case', 'in', 'duikers', 'though']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
454,"['female', 'are', 'bigger', 'than', 'male', 'this', 'is', 'unusual', 'in', 'mammal', 'in', 'many', 'specie', 'of', 'duiker', 'including', 'the', 'zebra', 'duiker', 'the', 'female', 'are', 'larger', 'and', 'heavier', 'than', 'the', 'male']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
455,"['the', 'mark', 'on', 'their', 'face', 'are', 'scent', 'gland', 'right', 'under', 'the', 'eye', 'of', 'the', 'zebra', 'duiker', 'there', 'are', 'dark', 'marking', 'gland', 'called', 'periorbital', 'gland', 'that', 'the', 'animal', 'us', 'to', 'mark', 'it', 'scent', 'on', 'surface']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
456,"['they', 'will', 'eat', 'almost', 'anything', 'this', 'is', 'very', 'unusual', 'for', 'an', 'antelope', 'even', 'a', 'bovid', 'but', 'zebra', 'duikers', 'will', 'eat', 'the', 'usual', 'antelope', 'diet', 'and', 'supplement', 'it', 'with', 'meat', 'where', 'it', 'is', 'available']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
457,"['they', 'are', 'particularly', 'sensitive', 'to', 'human', 'impact', 'on', 'their', 'ecosystem', 'zebra', 'duiker', 'habitat', 'is', 'primary', 'forest', 'a', 'forest', 'that', 'is', 'undisturbed', 'and', 'is', 'not', 'recovering', 'or', 'otherwise', 'immature', 'this', 'make', 'it', 'particularly', 'prone', 'to', 'human', 'behaviour', 'and', 'with', 'deforestation', 'and', 'habitat', 'fragmentation', 'the', 'zebra', 'duiker', '’', 's', 'population', 'are', 'in', 'decline', 'it', 'is', 'also', 'a', 'victim', 'of', 'heavy', 'poaching', 'and', 'hunting', 'for', 'food']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
458,"['they', 'are', 'the', 'offspring', 'of', 'horse', 'and', 'zebra', 'the', 'most', 'important', 'thing', 'to', 'know', 'about', 'zorses', 'is', 'that', 'they', 'are', 'the', 'hybrid', 'offspring', 'of', 'horse', 'and', 'zebra', 'they', 'are', 'typically', 'the', 'result', 'of', 'a', 'male', 'zebra', 'and', 'a', 'female', 'horse', 'but', 'this', 'is', 'not', 'always', 'the', 'case', 'sometimes', 'it', 'can', 'be', 'a', 'female', 'zebra', 'and', 'a', 'male', 'horse', 'and', 'these', 'are', 'known', 'a', '‘', 'hebra', '’']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
459,"['crossbreeding', 'can', 'result', 'in', 'some', 'form', 'of', 'dwarfism', 'while', 'horse', 'zebra', 'and', 'donkey', 'look', 'similar', 'and', 'belong', 'to', 'the', 'same', 'genus', 'each', 'specie', 'ha', 'a', 'different', 'number', 'of', 'chromosome', '–', 'so', 'this', 'is', 'not', 'surprising']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
460,"['the', 'stripe', 'on', 'a', 'zorse', 'are', 'like', 'a', 'fingerprint', 'have', 'you', 'ever', 'heard', 'that', 'no', 'two', 'zebra', 'have', 'the', 'same', 'stripe', 'the', 'same', 'go', 'for', 'zorses']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
461,"['there', 'is', 'a', 'zonkey', 'too', 'you', 'guessed', 'it', 'this', 'a', 'hybrid', 'between', 'a', 'zebra', 'male', 'and', 'a', 'donkey', 'female']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O']"
462,"['the', 'pygmy', 'hippopotamus', 'is', 'the', 'much', 'smaller', 'forest-living', 'cousin', 'of', 'the', 'common', 'hippo', 'but', 'like', 'their', 'meatier', 'counterpart', 'they', 'do', 'not', 'eat', 'water', 'plant', 'and', 'forage', 'on', 'land', 'at', 'night']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
463,"['asian', 'elephant', 'will', 'gestate', 'young', 'for', '18', 'to', '22', 'month', 'meaning', 'they', 'have', 'one', 'of', 'the', 'longest', 'pregnancy', 'of', 'any', 'land', 'animal', 'only', 'rivaled', 'by', 'african', 'elephant', 'they', 'typically', 'only', 'have', 'one', 'calf', 'but', 'for', 'a', 'female', 'at', 'the', 'rosamond', 'gifford', 'zoo', 'in', 'new', 'york', 'she', 'wa', 'carrying', 'double', 'the', 'cuteness']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
464,"['the', 'jaragua', 'lizard', 'is', 'the', 'world', ""'s"", 'smallest', 'known', 'reptile']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
465,"['punganur', 'dwarf', 'cattle', 'which', 'from', 'the', 'chitoor', 'district', 'andhra', 'pradesh', 'in', 'southern', 'india', 'is', 'among', 'the', 'world', ""'s"", 'smallest', 'humped', 'cattle', 'breeds.this', 'breed', ""'s"", 'milk', 'ha', 'a', 'high', 'fat', 'content', 'while', 'cow', 'milk', 'normally', 'ha', 'a', 'fat', 'content', 'of', '3', 'to', '3.5', 'per', 'cent', 'the', 'punganur', 'breed', ""'s"", 'milk', 'contains', '8', 'percent']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
466,"['giant', 'panda', 'are', 'the', 'only', 'bear', 'with', 'grasping', 'paw', 'instead', 'of', 'opposable', 'thumb', 'an', 'elongated', 'wrist', 'bone', 'act', 'a', 'a', 'sixth', 'finger', 'to', 'let', 'them', 'hold', 'bamboo', 'more', 'easily']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
467,"['the', 'armadillo', 'girdled', 'lizard', 'get', 'it', 'common', 'name', 'from', 'it', 'unique', 'defensive', 'behavior', 'it', 'will', 'grab', 'it', 'tail', 'in', 'it', 'mouth', 'and', 'curl', 'up', 'into', 'a', 'ball', 'protected', 'by', 'thick', 'scale', 'and', 'spike', 'along', 'it', 'back', 'and', 'tail', 'it', 'genus', 'name', ""'ouroborus"", 'come', 'from', 'the', 'mythical', 'serpent', 'that', 'eats', 'it', 'own', 'tail']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['O', 'O', 'O', 'B-AN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
